Path,Name,ExactName,Features,Options,Occupied,Virtual,HomoOrbital,Dipole,Energy,Excited,Time
,3_CSP_A_A,3A_CSP_A_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.7647316704,-2.2705178692,63,1.5537,-1862.478635,3.1518,0.2666666667
,A_TON_444h_A,A_TON_4aa4aa4hhA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-4.681446479,-1.7967676762,177,3.5143,-2174.9440308,2.6187,4.0666666667
,44b_TON_A_44b,4aa4bbA_TON_A_4aa4bbA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.8063650877,-2.1186783472,150,0.024,-3329.8191462,3.3378,3.8333333333
,5555e_CON_A_5555e,5aa5aa5aa5eeA_CON_A_5aa5aa5aa5eeA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.0183234112,-2.5023588596,233,2.3446,-5286.2967757,2.213,5.9166666667
,A_CON_5555i_A,A_CON_5aa5aa5aa5iiA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-4.7053924968,-2.2732390075,225,2.2519,-5138.9813975,2.1598,5.1333333333
,C_CPC_4dd_C,C_CPC_4ddA_C_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.3764435796,-2.87597116,146,2.5756,-7041.7553439,2.728,2.9166666667
,8_CON_8_n2,8_CON_A_8_n2_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.7650221411,-3.8359887825,161,3.6231,-2313.7091948,1.9371,2.9666666667
,A_TON_4444h_A,A_TON_4aa4aa4aa4hhA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-4.6863445281,-1.8386732073,217,4.238,-2637.0593235,2.6498,6.55
,A_TSC_A_A,A_TSC_A_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.4697602694,-1.0819246222,49,0,-1181.0568046,4.0005,0.1666666667
,8_TON_4_8,8A_TON_4aaA_8A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.8392908622,-3.2710804536,121,0.0002,-1619.5677982,2.1292,1.85
,5D_TON_5H_5D,5aaD_TON_5aaH_5aaD_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-4.8047140479,-2.7722957875,145,2.2364,-3069.6486373,1.7254,2.2833333333
,C_CPC_4bb_C,C_CPC_4bbA_C_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.1954878769,-1.898266138,151,0.4013,-8511.2395548,3.7781,2.5
,A_TSN_555g_A,A_TSN_5aa5aa5ggA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.0479838196,-2.2103807108,207,0.0207,-6116.7592821,2.4947,3.6333333333
,A_TSP_666b_A,A_TSP_6aa6aa6bbA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.9220134691,-2.2803139673,206,8.8238,-5107.2618152,3.218,4.5333333333
,7_TSP_A_A,7aaA_TSP_A_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.3987385575,-2.2329661594,100,1.9331,-2286.5662408,2.914,1.4166666667
,3_CON_3_n2,3_CON_A_3_n2_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.1843312095,-2.8610048989,105,4.3848,-1437.7926966,3.0014,1.9833333333
,A_CSN_555f_A,A_CSN_5aa5aa5ffA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-4.5804922449,-1.9891521601,191,3.1097,-4824.8762072,2.3246,3.1166666667
,444f_CSP_A_444f,4aa4aa4ffA_CSP_A_4aa4aa4ffA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.3320706671,-2.1328282668,193,1.7589,-3473.5347096,2.9176,4.5666666667
,A_CON_444f_A,A_CON_4aa4aa4ffA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.2218645624,-1.7535015758,177,2.5335,-2254.394272,3.1283,4.05
,C_CPC_4gf_C,C_CPC_4gfA_C_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.6942541862,-1.6628876676,146,1.8251,-7619.662964,3.4544,2.95
,5dd5ddD_TON_5hh5hhA_5dd5ddD,5dd5ddD_TON_5hh5hhA_5dd5ddD_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-4.9113826726,-3.9622496036,301,2.7837,-6346.882675,0.6849,9.7
,A_TON_444_A,A_TON_4aa4aa4aaA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.2234972455,-2.0941881018,161,0.0001,-1953.5282021,2.8201,3.8166666667
,A_CON_5_A_m2,A_CON_5aa_A_n1_m2_x1_y1_z1,,td B3LYP/6-31g(d),-4.878729012,-2.3031715298,165,4.1269,-3340.4636732,2.3494,3.4333333333
,A_CSP_A_6,A_CSP_A_6aaA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.7258193915,-2.34997511,77,3.3828,-2033.4258495,3.0469,0.7166666667
,F_TON_A_F,F_TON_A_F_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.8273178533,-0.6802845965,49,0,-717.6481418,4.7583,0.2666666667
,4fa_CPC_C_4fa,4faA_CPC_C_4faA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.4681275864,-1.6718674243,130,1.7741,-6823.3155728,3.2943,2.5333333333
,D_TON_A_D,D_TON_A_D_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-7.3982310435,-3.1317581683,53,0.0007,-751.6592733,4.0947,0.2833333333
,A_CON_666h_A,A_CON_6aa6aa6hhA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-4.7266173762,-2.3257569784,177,2.6403,-2271.201133,2.1554,3.7666666667
,5dd5ddD_TON_5hhH_5dd5ddD-1,---,,td b3lyp/6-31g(d),-4.5911046846,-4.0365366816,251,1.3168,-5132.5583626,0.3461,7.6333333333
,A_CSP_444i_A,A_CSP_4aa4aa4iiA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.4512565284,-1.690915393,193,2.0309,-3329.9329047,3.3337,5
,A_TON_9999_A,A_TON_9999A_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-4.430285406,-1.5651987995,329,8.5015,-6804.3946459,2.4829,16.0333333333
,CON_8_n2,_CON_A_8_n2_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.7236608376,-3.3516261499,121,4.1777,-1723.4583241,2.1903,1.1833333333
,4ee_CPC_C_4ee,4eeA_CPC_C_4eeA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.870039726,-2.0316019189,146,0.9213,-6977.4546203,3.3588,2.6833333333
,4ha_CPC_C_4ha,4haA_CPC_C_4haA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.3522070911,-1.7709168615,130,2.9908,-6783.5893941,3.1256,2.4833333333
,5555c_CON_A_5555c,5aa5aa5aa5ccA_CON_A_5aa5aa5aa5ccA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.119821873,-2.557325855,274,2.0943,-15266.1232764,2.2552,5.2833333333
,A_TOP_555i_A,A_TOP_5aa5aa5iiA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-4.9489343823,-2.1423522512,191,1.482,-4608.5230485,2.4682,3.5
,A_CSP_9_A_m2,A_CSP_9_A_n1_m2_x1_y1_z1,,td B3LYP/6-31g(d),-4.9263489337,-1.7061537679,257,4.6443,-6690.0621582,2.7077,9.5166666667
,444a_CSP_A_444a,4aa4aa4aaA_CSP_A_4aa4aa4aaA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.4191470954,-2.177999164,177,1.6732,-3172.6806951,2.9363,3.4
,A_TON_3_A,A_TON_3A_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.1214729128,-2.055003709,53,0.0008,-719.4804029,4.0008,0.3166666667
,A_TON_F_A,A_TON_F_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.5761567803,-1.0294066514,49,0.0001,-717.6137241,4.1375,0.2166666667
,5_TON_6_5,5aaA_TON_6aaA_5aaA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.6602399564,-2.3597712082,123,0.0031,-2165.0245395,3.0648,2.1166666667
,A_TSP_444c_A,A_TSP_4aa4aa4ccA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.5435031197,-1.8754085755,242,0.1068,-13457.0793716,3.265,5.9333333333
,2_TON_A_2,2A_TON_A_2A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.8153448444,-1.8950007719,55,0,-722.0110411,3.7611,0.3
,A_CSP_A_8,A_CSP_A_8A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.9739872123,-3.0114838516,77,2.1947,-2081.4689904,2.2224,0.5
,A_CON_444i_A,A_CON_4aa4aa4iiA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.3976501022,-1.7809850735,177,2.5137,-2110.8040457,3.2498,4.8
,A_TON_44d_A,A_TON_4aa4ddA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.097526895,-2.5853535804,145,0.3424,-1860.3855339,3.1372,2.8666666667
,A_TSP_44h_A,A_TSP_4aa4hhA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-4.7266173762,-1.7420727946,153,2.0152,-2931.9570921,2.6533,2.35
,A_TON_4444ah_A,A_TON_4aa4aa4aa4ahA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.3064919662,-1.8277886538,209,2.0672,-2526.3633855,3.1233,5.9333333333
,A_TON_77_A,A_TON_7aa7aaA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.1347881341,-1.8149993034,213,0.5709,-2568.1243539,2.9491,8.45
,A_TSN_555f_A,A_TSN_5aa5aa5ffA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-4.6806301375,-1.9815329726,191,1.2004,-4824.8731748,2.3879,3.85
,3_TON_7_3,3A_TON_7aaA_3A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.2153338303,-2.3159608802,139,0.001,-1719.9421512,2.6,3
,A_TON_888_A,A_TON_888A_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.6061076593,-4.0485096905,161,0,-2337.9358096,1.7463,3.3166666667
,C_CPC_4ah_C,C_CPC_4ahA_C_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.5734356419,-1.5080548934,130,3.0753,-6783.5736996,3.506,2.7166666667
,A_CPC_4b_A,A_CPC_4bbA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.0743972187,-1.5412527817,118,1.0649,-3369.0328438,3.8875,2.6333333333
,D_TON_F_D,D_TON_F_D_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.4708670816,-2.9475370996,61,0.0006,-902.077245,3.1299,0.4
,A_TSN_666g_A,A_TSN_6aa6aa6ggA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.6694918269,-2.417459342,201,7.4813,-4288.4563515,2.9109,4.35
,A_CON_A_A,A_CON_A_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.5949509919,-1.1959403206,41,2.1565,-567.1958243,4.7914,0.15
,66g_CON_A_66g,6aa6ggA_CON_A_6aa6ggA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.8245967149,-2.5701152054,153,2.6582,-3148.3329025,2.8467,2.65
,A_CSP_555h_A,A_CSP_5aa5aa5hhA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-4.8697492553,-1.7850667811,199,2.0446,-5318.6089744,2.6749,3.55
,4gb_CPC_C_4gb,4gbA_CPC_C_4gbA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.9900419288,-2.0694257424,152,2.4216,-8388.4345015,3.4197,1.7833333333
,66e_TON_A_66e,6aa6eeA_TON_A_6aa6eeA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.0232398171,-2.4424938151,145,1.7006,-1860.1541534,3.2157,3.1333333333
,3_TON_2_3,3A_TON_2A_3A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.7769767932,-2.2882052687,67,0.0003,-874.2858982,3.3005,0.65
,A_CSP_555f_A,A_CSP_5aa5aa5ffA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-4.8664838893,-1.7847946673,199,3.6892,-5398.0525394,2.6688,3.4166666667
,44e_TON_A_44e,4aa4eeA_TON_A_4aa4eeA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.6300353203,-2.0158193162,145,0.1585,-1796.0200426,3.2514,2.9833333333
,8_TON_A_8,8A_TON_A_8A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.8752282457,-3.2664545184,81,0.0001,-1157.454213,2.2087,0.8333333333
,A_CON_A_4,A_CON_A_4aaA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.0632405514,-1.6041110785,61,2.4701,-798.2638471,4.1347,0.5
,5_TSP_A_A,5aaA_TSP_A_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.5154753943,-2.3050763267,78,1.4207,-2338.1471753,2.9437,0.45
,A_TON_44a_A,A_TON_4aa4aaA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.3279889595,-2.022894276,121,0,-1491.4179086,3.0362,2.4166666667
,2_TON_4_2,2A_TON_4aaA_2A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.4409162025,-2.1399032266,95,0.0002,-1184.1212894,3.0058,2.0333333333
,A_CSP_555g_A,A_CSP_5aa5aa5ggA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.3124784707,-1.9562263856,215,2.4668,-6689.939194,2.9022,3.8833333333
,A_TSP_9_A_m2,A_TSP_9_A_n1_m2_x1_y1_z1,,td B3LYP/6-31g(d),-4.924172023,-1.753229462,257,4.1857,-6690.0625357,2.6842,9.4666666667
,4gc_CPC_C_4gc,4gcA_CPC_C_4gcA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.9685449355,-2.0667046041,170,2.2195,-12611.4523183,3.4061,1.95
,5D_TON_5A_5D,5aaD_TON_5aaA_5aaD_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.5960210905,-3.0052252333,137,0.0011,-2958.9491932,2.2757,2.0166666667
,4ae_CPC_C_4ae,4aeA_CPC_C_4aeA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.9211971276,-2.0141866332,134,0.9423,-6825.173805,3.3896,2
,C_CPC_4di_C,C_CPC_4diA_C_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.8752098889,-2.2041220925,142,5.4282,-6935.9153372,2.8051,2.6
,A_CSN_A_A,A_CSN_A_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.2703191825,-1.3211126863,49,2.0453,-1213.1480353,4.3892,0.1833333333
,444d_TSP_A_444d,4aa4aa4ddA_TSP_A_4aa4aa4ddA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.5870413338,-2.5962381339,201,0.0573,-3541.6407238,2.6976,4.7333333333
,44h_CSP_A_44h,4aa4hhA_CSP_A_4aa4hhA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-4.7886593314,-2.0710584255,153,2.8483,-2931.9684832,2.3763,2.5833333333
,5555h_TON_A_5555h,5aa5aa5aa5hhA_TON_A_5aa5aa5aa5hhA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-4.7794074609,-2.2160951014,225,1.1369,-5203.1313631,2.2481,4.4
,4hb_CPC_C_4hb,4hbA_CPC_C_4hbA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.561462633,-2.0250711868,144,5.2207,-7702.779828,3.0839,1.9
,A_TON_6666_A,A_TON_6aa6aa6aa6aaA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.7465000432,-2.6435859419,201,0.0034,-2543.9608472,2.7636,5.4333333333
,44f_CSP_A_44f,4aa4ffA_CSP_A_4aa4ffA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.311934243,-2.0672488317,153,1.6994,-3011.4196139,2.9443,2.6
,A_TSP_5555b_A,A_TSP_5aa5aa5aa5bbA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.3168322921,-2.1521483494,254,4.9926,-8039.1917032,2.7683,5.65
,A_TNN_A_A,A_TNN_A_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.5258157201,-0.6291271948,41,0,-527.4819791,4.5333,0.1666666667
,8_TON_8_n2,8_TON_A_8_n2_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.7680153933,-3.884152932,161,0.0003,-2313.7103268,1.9192,3.3
,C_CPC_4fh_C,C_CPC_4fhA_C_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.1628158595,-1.3222011417,138,0.3916,-6933.9963377,3.2728,2.3833333333
,4444_TON_A_4444,4aa4aa4aa4aaA_TON_A_4aa4aa4aa4aaA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.3301658702,-2.1194946887,201,0,-2415.6630134,2.8397,5.0833333333
,A_TSP_5555f_A,A_TSP_5aa5aa5aa5ffA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-4.8036255925,-1.9164977652,241,4.1803,-6501.6806079,2.5382,5.1166666667
,H_TON_F_H,H_TON_F_H_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-4.9279816168,0.02693927,57,2.0401,-828.3410882,4.5687,0.3
,444b_TON_A_444b,4aa4aa4bbA_TON_A_4aa4aa4bbA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.6349333694,-2.0751401331,190,0.2524,-3791.935463,3.1872,3.75
,8_TON_8_8,8A_TON_8A_8A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.5843385522,-3.6914963342,121,0.0004,-1747.6977465,2.1176,2.5166666667
,444c_CON_A_444c,4aa4aa4ccA_CON_A_4aa4aa4ccA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.72500305,-1.9823493141,226,2.0153,-12237.9724133,3.3119,4.65
,3_TON_4_3,3A_TON_4aaA_3A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.6172459699,-2.3178656771,93,0.0017,-1181.5919902,3.0111,1.95
,9_TON_A_A,9A_TON_A_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.5059514099,-1.5423412371,77,4.3926,-1346.8392248,3.7638,0.7333333333
,C_CPC_4ee_C,C_CPC_4eeA_C_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.7731671994,-2.0038463073,146,0.5074,-6977.4236854,3.1469,3.3333333333
,A_TON_5555f_A,A_TON_5aa5aa5aa5ffA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-4.4776332139,-2.2495651036,225,0.0038,-5282.5607968,1.9824,4.8666666667
,A_CCC_7f_A,A_CCC_7ffA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.3875818901,-1.2245122736,143,0.9818,-1764.5776412,3.6507,3.6666666667
,G_TON_A_G,G_TON_A_G_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.9764362368,-1.2090017848,57,0,-1363.5721038,4.4437,0.2833333333
,A_TON_6_A_m2,A_TON_6aa_A_n1_m2_x1_y1_z1,,td B3LYP/6-31g(d),-5.6752062175,-2.446031295,161,0.0044,-2121.5809326,2.9144,3.6666666667
,C_TON_G_C,C_TON_G_C_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.9353470472,-1.7205758014,90,0.0004,-6505.7607167,3.8438,0.45
,66e_CSP_A_66e,6aa6eeA_CSP_A_6aa6eeA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.8262293979,-2.5771901652,161,4.3211,-3079.2729006,2.9234,3.1166666667
,A_CPC_7f_A,A_CPC_7ffA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.5173801912,-1.3145819542,151,1.2296,-2369.8487628,3.6805,3.6666666667
,A_CSN_666g_A,A_CSN_6aa6aa6ggA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.5913951552,-2.419092025,201,3.643,-4288.4556488,2.8865,3.9166666667
,4de_CPC_C_4de,4deA_CPC_C_4deA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.2085493412,-2.4084795853,146,1.9061,-7009.650241,3.2689,2.8833333333
,A_TON_666c_A,A_TON_6aa6aa6ccA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.0711318527,-2.5497066675,226,0.2678,-12334.1713557,3.1644,5.6333333333
,A_CON_444e_A,A_CON_4aa4aa4eeA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.4580593743,-1.8642519082,185,2.5408,-2258.1124858,3.2212,6.05
,A_TSP_444i_A,A_TSP_4aa4aa4iiA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.4411883163,-1.7866994642,193,0.0101,-3329.9332412,3.2511,5.4166666667
,A_TSN_555c_A,A_TSN_5aa5aa5ccA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.1951974063,-2.3627644604,240,0.2383,-14808.4266655,2.494,5.3166666667
,A_COP_666g_A,A_COP_6aa6aa6ggA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.6784715836,-2.4585485316,201,3.1622,-4215.6830045,2.8848,4.3333333333
,4gg_CPC_C_4gg,4ggA_CPC_C_4ggA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.6814648358,-1.9867031355,154,0.7324,-8265.6141375,3.2104,1.8666666667
,4di_CPC_C_4di,4diA_CPC_C_4diA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.0839212031,-2.2005846126,142,2.3069,-6936.001332,3.3229,2.4
,5dd5ddA_TON_5hh5hhA_5dd5ddA,5dd5ddA_TON_5hh5hhA_5dd5ddA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-4.765801769,-3.5712220176,289,5.3335,-6162.4209877,0.9055,9.1166666667
,5555e_CSP_A_5555e,5aa5aa5aa5eeA_CSP_A_5aa5aa5aa5eeA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-4.9736967417,-2.6672598458,249,1.7577,-6505.4196671,2.0273,5.7666666667
,A_TSP_666c_A,A_TSP_6aa6aa6ccA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.9135779401,-2.2759601459,242,8.7687,-13553.2971101,3.2128,5.05
,A_TON_4f_A,A_TON_4ffA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.3013218033,-1.294717644,97,0.2229,-1330.1600314,3.4753,2.1333333333
,A_TSP_5_A_m2,A_TSP_5aa_A_n1_m2_x1_y1_z1,,td B3LYP/6-31g(d),-5.4580593743,-2.0163635439,197,0.959,-5778.7061576,3.001,4.4
,4_CSP_4_n2,4aa_CSP_A_4aa_n2_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.4651343341,-2.3562337283,193,3.1901,-4495.7083581,2.8137,3.7666666667
,4if_CPC_C_4if,4ifA_CPC_C_4ifA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.775616224,-1.8852046737,138,0.5154,-6901.9425313,3.4217,1.9833333333
,A_CSP_6_A_m2,A_CSP_6aa_A_n1_m2_x1_y1_z1,,td B3LYP/6-31g(d),-5.6754783314,-2.0171798854,193,4.4998,-4559.8387372,3.2702,4.3
,66h_TSP_A_66h,6aa6hhA_TSP_A_6aa6hhA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-4.897232753,-2.5116107301,153,2.4289,-2996.146342,2.0962,1.9833333333
,A_CON_9_A_m2,A_CON_9_A_n1_m2_x1_y1_z1,,td B3LYP/6-31g(d),-4.5813085864,-1.7197594599,225,4.3986,-4251.7978018,2.5343,6.2333333333
,CON_6_n2,_CON_A_6aa_n2_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.0708597388,-2.4879368262,121,7.5303,-1627.4099834,3.2298,1.85
,A_TON_5b_A,A_TON_5bbA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.2406587741,-2.1284744454,112,2.8601,-3509.1766374,3.6903,1.5166666667
,A_TON_55_A,A_TON_5aa5aaA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-4.9100221034,-2.2054826617,125,0.0007,-2774.4532331,2.5401,1.6666666667
,A_CSP_A_A,A_CSP_A_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.7377924004,-1.8378568658,57,1.6511,-1786.3335826,3.5026,0.2166666667
,C_TON_B_C,C_TON_B_C_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.7446136032,-2.0454797246,88,0.0003,-6628.5672877,4.4317,0.3833333333
,A_TSP_A_A,A_TSP_A_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.7312616683,-1.9439812629,57,0,-1786.3338158,3.4146,0.25
,8_TON_9_8,8A_TON_9A_8A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.2585999307,-3.0841382465,153,2.2987,-2716.7539928,1.7437,2.8166666667
,6_TSP_A_A,6aaA_TSP_A_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.716567521,-2.4150103174,77,1.8034,-2033.4261247,2.9862,0.6166666667
,A_TON_444c_A,A_TON_4aa4aa4ccA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.5859528785,-1.9567706133,226,0.05,-12237.9511657,3.2613,5.3666666667
,9_TON_5_9,9A_TON_5aaA_9A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-4.8267552688,-1.8340472721,155,0.0006,-3230.1111644,2.7624,2.95
,4dg_CPC_C_4dg,4dgA_CPC_C_4dgA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.2447404817,-2.365213485,150,1.5641,-7653.7341179,3.3255,2.75
,444f_CON_A_444f,4aa4aa4ffA_CON_A_4aa4aa4ffA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.3807790442,-1.8043868637,177,2.2083,-2254.4168878,3.2013,4.1166666667
,9_TON_8_9,9A_TON_8A_9A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.2795526962,-2.6561031784,153,0.0002,-2716.7336566,2.11,3.0333333333
,G_TON_H_G,G_TON_H_G_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-4.8645790924,-0.6503520742,65,2.296,-1474.2762022,3.7831,0.3333333333
,B_TON_F_B,B_TON_F_B_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.9141221678,-1.3651951282,64,0.0003,-1636.793332,4.1358,0.35
,4ch_CPC_C_4ch,4chA_CPC_C_4chA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.5943884075,-1.8438433703,162,1.7918,-11925.7928985,3.3071,1.9666666667
,5g_TON_A_5g,5ggA_TON_A_5ggA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.4877197827,-2.0683372871,115,0.0046,-3263.568753,3.1312,1.5333333333
,5A_TON_5H_5A,5aaA_TON_5aaH_5aaA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-4.4177681694,-1.9107833745,133,2.3419,-2885.1666921,2.2254,1.9833333333
,C_CPC_4gi_C,C_CPC_4giA_C_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.8724887505,-1.5654709134,146,1.1306,-7547.8692761,3.7144,2.9333333333
